,id,reviews.text,reviews.rating,reviews.text_esp
14,AV1YE_muvKc47QAVgpwE,"This streaming content box packs a lot of punch for it's size. Very responsive to your commands whether using handheld remote or voice activation. Very easy to set up, register, and use.Some of the content is a little misleading as you need to look for the prime banner otherwise you have to purchase to watch which was a surprise for me as when I saw all the selections, I was excited about all the offerings. Some of the movies I wanted to see, weren't even available. But there is still plenty of other stuff to watch. I'll give it a year trial to see if its really worthwhile, but seems ok so far when you bring music content and free 2 day shipping into the package.",5.0,"Esta caja de contenido de transmisión tiene un gran impacto para su tamaño. Muy receptivo a sus comandos, ya sea que use el control remoto de mano o la activación por voz. Muy fácil de configurar, registrar y usar. Parte del contenido es un poco engañoso, ya que debe buscar el banner principal; de lo contrario, debe comprar para verlo, lo que fue una sorpresa para mí, ya que cuando vi todas las selecciones, estaba entusiasmado con todas las ofertas. Algunas de las películas que quería ver ni siquiera estaban disponibles. Pero todavía hay muchas otras cosas para ver. Lo probaré durante un año para ver si realmente vale la pena, pero parece estar bien hasta ahora cuando traes contenido de música y envío gratis de 2 días en el paquete."
15,AVqkIhwDv8e3D1O-lebb,"Beautiful screen, vibrant color, fast and best quality for the money.",5.0,"Hermosa pantalla, color vibrante, rápido y la mejor calidad por el dinero."
16,AVpfl8cLLJeJML43AE3S,Great device. Good quality sound in a speaker. Super convenient.,5.0,Gran dispositivo. Buena calidad de sonido en un altavoz. Súper conveniente.
17,AVsRjfwAU2_QcyX9PHqe,"There shouldn't be much to go wrong with an AC Adaptor, and this one is no exception.",5.0,"No debería haber mucho que pueda salir mal con un adaptador de CA, y este no es una excepción."
18,AVqVGWLKnnc1JgDc3jF1,"This is the fourth one of these that I have purchased. My grand children love them. Between the one year of programming and the two years of warranty, I don't think there is a better tablet on the market for children. Excellent product and it works very well with the children at what ever level they are at.",5.0,"Este es el cuarto de estos que compro. Mis nietos los aman. Entre el año de programación y los dos años de garantía, no creo que haya mejor tablet en el mercado para niños. Excelente producto y funciona muy bien con los niños en cualquier nivel en el que se encuentren."
19,AVpfl8cLLJeJML43AE3S,We bought it just for fun but now we can't live without it. We have 3 and use them everyday. Trust me buy and Alexa you'll love it,5.0,"Lo compramos solo por diversión, pero ahora no podemos vivir sin él. Tenemos 3 y los usamos todos los días. Confía en mí compra y Alexa te encantará"
20,AV1YnRtnglJLPUi8IJmV,Kindle Paprrwjite is the best e-reader out there. Go for it!,5.0,Kindle Paprrwjite es el mejor lector electrónico que existe. ¡A por ello!
21,AV1YnRtnglJLPUi8IJmV,I'm an avid reader....I have 7 different Kindles including the Oasis and Voyage. The Paperwhite quickly became my favorite! The battery life is outstanding!!!,5.0,"Soy un ávido lector... Tengo 7 Kindles diferentes, incluidos Oasis y Voyage. ¡El Paperwhite se convirtió rápidamente en mi favorito! ¡¡¡La duración de la batería es excepcional!!!"
22,AVqVGWLKnnc1JgDc3jF1,"Thought this would be too advanced for my 3 year old, but she loves it. Easy for her to navigate and learn patience. Games, books and apps are great for the age range. Parental controls have kept her honest.",5.0,"Pensé que esto sería demasiado avanzado para mi hija de 3 años, pero a ella le encanta. Fácil para ella navegar y aprender paciencia. Los juegos, libros y aplicaciones son excelentes para el rango de edad. Los controles parentales la han mantenido honesta."
23,AVqkIhwDv8e3D1O-lebb,My wife absolutely loves this tablet. It wad an early Christmas present,5.0,A mi esposa le encanta esta tableta. Fue un regalo de Navidad anticipado
24,AV1YnRtnglJLPUi8IJmV,I was not happy when my original Kindle paperwhite failed after the warrantee period expired but I loved the battery life and readability in almost all environments.,5.0,"No estaba contento cuando mi Kindle paperwhite original falló después de que expiró el período de garantía, pero me encantó la duración de la batería y la legibilidad en casi todos los entornos."
25,AVpfl8cLLJeJML43AE3S,Alexa is so simple to set up and so fun to use. We love it and use it all of the time. We keep it in the kitchen so it's easily accessible.,5.0,Alexa es tan simple de configurar y tan divertido de usar. Nos encanta y lo usamos todo el tiempo. Lo guardamos en la cocina para que sea fácilmente accesible.
26,AVphgVaX1cnluZ0-DR74,"The Kindle Fire is a great tablet for the price. Nice screen, fairly easy to use, lots of games and apps. This was a gift for my mom who isn't the most tech-saavy and she likes it a lot.",5.0,"El Kindle Fire es una gran tableta por el precio. Bonita pantalla, bastante fácil de usar, muchos juegos y aplicaciones. Este fue un regalo para mi mamá que no es muy experta en tecnología y le gusta mucho."
27,AVqkIhwDv8e3D1O-lebb,This is my 4 the Kindle and is well worth the price.,5.0,Este es mi Kindle 4 y vale la pena el precio.
28,AV1YnRtnglJLPUi8IJmV,"I've had one of these before, but I lost it in the divorce. I happily bought another one. They're so easy to carry around, and setup is trivial.",5.0,"He tenido uno de estos antes, pero lo perdí en el divorcio. Felizmente compré otro. Son tan fáciles de transportar y la configuración es trivial."
29,AV1YE_muvKc47QAVgpwE,It works as advirtized and. Best Buy had it in stock at my nearest store,5.0,Funciona como advirtized y. Best Buy lo tenía en stock en mi tienda más cercana
30,AV1YnRtnglJLPUi8IJmV,I got this to replace one I broke. I chose this one because I love the color.,5.0,Tengo esto para reemplazar uno que rompí. Elegí este porque me encanta el color.
31,AVphgVaX1cnluZ0-DR74,The weight and inches of the tablet is convenient for traveling,5.0,El peso y las pulgadas de la tableta son convenientes para viajar.
32,AVphgVaX1cnluZ0-DR74,My daughter loves it and you can't beat the warranty!,5.0,¡A mi hija le encanta y no se puede superar la garantía!
33,AVpfl8cLLJeJML43AE3S,This is the best assistant on the market. Voice recognition is great.,5.0,Este es el mejor asistente del mercado. El reconocimiento de voz es genial.
34,AV1YE_muvKc47QAVgpwE,"This remote is especially good for those who eyesight is weaker, due to aging. I got it as a gift for someone, and it makes searching for channels easier for the elderly.",5.0,"Este control remoto es especialmente bueno para aquellos que tienen la vista más débil debido al envejecimiento. Lo obtuve como un regalo para alguien, y hace que la búsqueda de canales sea más fácil para las personas mayores."
35,AVqkIhwDv8e3D1O-lebb,"I purchased several of these tablets during the holidays as gifts. Everyone absolutely loves the FireHD8, especially those with the prime memberships. My only regret is not purchasing one for myself.",5.0,"Compré varias de estas tabletas durante las vacaciones como regalo. A todo el mundo le encanta el FireHD8, especialmente aquellos con membresías principales. Lo único que lamento es no haber comprado uno para mí."
36,AV1YE_muvKc47QAVgpwE,"I wanted something to access Netflix on my older TV and this is a great easy fast device, but it so much more. I have an Amazon account and can also access my video library and on demand titles. There is also other TV apps and channels available also, if they add a couple more channels I would consider canceling my cable.",5.0,"Quería algo para acceder a Netflix en mi televisor anterior y este es un excelente dispositivo fácil y rápido, pero es mucho más. Tengo una cuenta de Amazon y también puedo acceder a mi biblioteca de videos y títulos bajo demanda. También hay otras aplicaciones y canales de TV disponibles, si agregan un par de canales más, consideraría cancelar mi cable."
37,AV1YE_muvKc47QAVgpwE,Easy to use and install Love it I get to stream almost everything,5.0,Fácil de usar e instalar. Me encanta. Puedo transmitir casi todo.
38,AVphPmHuilAPnD_x3E5h,"This kindle has been great, I upgraded from an original kindle and haven't looked back.I think if you have one of the paperwhite's with the backlight you might not see enough bang for your buck to upgrade though.",5.0,"Este kindle ha sido genial, actualicé desde un kindle original y no he mirado hacia atrás. Creo que si tienes uno de los paperwhite con luz de fondo, es posible que no veas lo suficiente para actualizar."
39,AVpidLjVilAPnD_xEVpI,I have had at least three Amazon Fires and have been very happy with each one.,5.0,He tenido al menos tres Amazon Fires y he estado muy contento con cada uno.
40,AVphgVaX1cnluZ0-DR74,This tablet is the perfect size and power for any work or home use.,5.0,Esta tableta tiene el tamaño y la potencia perfectos para cualquier trabajo o uso doméstico.
41,AVphgVaX1cnluZ0-DR74,You get a multitasking tablet for an incredible price!,5.0,¡Obtienes una tableta multitarea por un precio increíble!
42,AVpfl8cLLJeJML43AE3S,Easy to set up. Has great sound. Nice to talk too.,5.0,Fácil de configurar. Tiene un gran sonido. Es bueno hablar también.
43,AV1YE_muvKc47QAVgpwE,Great addition to my Home entertainment system. Would recommend.,5.0,Gran adición a mi sistema de entretenimiento en el hogar. Recomendaría.
44,AV1YnRtnglJLPUi8IJmV,"I prefer the deficated e-readers to tablets for reading. I have both this Paoerwhite and a current-gen Nook Glow Light. I really like the Glow Light — especially its rugged construction — and I still use it, but the Paperwhite is better.The Glow Light has no bevel and a touch-sensitive button on the front. This means I am constantantly turning the page or returing to the home screen by accident. It's very annoying, and I have a hard time finding a comfortable way to hold it. It seems like I'm always thinking about where my fingers are. I do not have this problem at all on the Paperwhite.The Paperwhite is a great little reader for the money. I would definitely buy another.",5.0,"Prefiero los lectores electrónicos deficados a las tabletas para leer. Tengo este Paoerwhite y un Nook Glow Light de generación actual. Me gusta mucho el Glow Light, especialmente su construcción robusta, y todavía lo uso, pero el Paperwhite es mejor. El Glow Light no tiene bisel y tiene un botón sensible al tacto en el frente. Esto significa que paso constantemente la página o vuelvo a la pantalla de inicio por accidente. Es muy molesto, y me cuesta encontrar una manera cómoda de sostenerlo. Parece que siempre estoy pensando en dónde están mis dedos. No tengo este problema en absoluto en el Paperwhite. El Paperwhite es un gran pequeño lector por el dinero. Definitivamente compraría otro."
45,AV1YnRtnglJLPUi8IJmV,Have purchased one and found it amazing. I bought second one for my father who find it hilarious,5.0,"He comprado uno y lo encontré increíble. Compré el segundo para mi padre, que lo encuentra divertido."
46,AVqkIhwDv8e3D1O-lebb,This tablet works as expected. I would recommend this tablet to anyone who needs a new tablet with great battery life.,5.0,Esta tableta funciona como se esperaba. Recomendaría esta tableta a cualquier persona que necesite una tableta nueva con una batería de gran duración.
47,AV1YnR7wglJLPUi8IJmi,A great gift for a 65 year old aunt! She uses it everyday!,5.0,¡Un gran regalo para una tía de 65 años! ¡Lo usa todos los días!
48,AV1YE_muvKc47QAVgpwE,This item is great for me and my family. We recently have started looking for innovative ways to watch television and found this product beneficial!,5.0,Este artículo es genial para mí y mi familia. ¡Recientemente comenzamos a buscar formas innovadoras de ver televisión y encontramos que este producto es beneficioso!
49,AV1YE_muvKc47QAVgpwE,Fire TV works great for movies and tv shows. Download the KODI APP and open up 100s of movies and shows.,5.0,Fire TV funciona muy bien para películas y programas de televisión. Descarga la APLICACIÓN KODI y abre cientos de películas y programas.
50,AV1YnRtnglJLPUi8IJmV,"Had a very, very old Kindle so this was quite a change. Like the size, the paperwhite (didn't think I would) and the back-lighting..",5.0,"Tenía un Kindle muy, muy viejo, así que esto fue un gran cambio. Como el tamaño, el papel blanco (no pensé que lo haría) y la retroiluminación..."
51,AVpfl8cLLJeJML43AE3S,I'm more impressed with this that I has anticipated! Alexa has been very helpful around the house from music to cooking timer and 20 question with my kid! Now we are stocking up on the smart home items that work with it!,5.0,¡Estoy más impresionado con esto que lo que he anticipado! ¡Alexa ha sido muy útil en la casa desde la música hasta el temporizador de cocina y 20 preguntas con mi hijo! ¡Ahora nos estamos abasteciendo de artículos para el hogar inteligente que funcionan con él!
52,AVqVGWLKnnc1JgDc3jF1,Absolutely love Kindle Kids Edition. Easy to use. Great apps and love it comes with 2 year warranty. Must have for my 2 kids.,5.0,"Absolutamente me encanta Kindle Kids Edition. Fácil de usar. Excelentes aplicaciones y me encanta, viene con 2 años de garantía. Debe tener para mis 2 hijos."
53,AVqVGWQDv8e3D1O-ldFr,Picture quality is so much nicer than my old reader.,5.0,La calidad de imagen es mucho mejor que la de mi viejo lector.
54,AV1YE_muvKc47QAVgpwE,"After receiving another extremely high cable bill, I decided to cut the cord! The Amazon Fire is awesome. We subscribed to Playstation Vue which has an app on the Fire that you can access.We can also access our Amazons and Netflix accounts right from the Fire. Great product, wish I would have done this sooner.",5.0,"Después de recibir otra factura de cable extremadamente alta, ¡decidí cortar el cable! El incendio del Amazonas es impresionante. Nos suscribimos a Playstation Vue, que tiene una aplicación en Fire a la que puede acceder. También podemos acceder a nuestras cuentas de Amazon y Netflix directamente desde Fire. Gran producto, ojalá lo hubiera hecho antes."
55,AVpfpK8KLJeJML43BCuD,"This speaker has a great sound and its perfect to take out on the patio or in any room that I am in. The tap is annoying compared to the Echo with voice activation, but the wireless features makes the purchase worth it.",5.0,"Este altavoz tiene un gran sonido y es perfecto para salir al patio o en cualquier habitación en la que me encuentre. El toque es molesto en comparación con el Echo con activación por voz, pero las funciones inalámbricas hacen que la compra valga la pena."
56,AVqkIhwDv8e3D1O-lebb,This really a nice tablet.It runs great and it's thin and easy to hold.,5.0,Realmente es una buena tableta. Funciona muy bien y es delgada y fácil de sostener.
57,AV1YnRtnglJLPUi8IJmV,"Ordering this online to pick up at the store was easy until I got to the store where, as usual, there were workers standing around yet I had to wait several minutes for someone to address me at the pickup desk then I had to wait to pay for it at the registers. I would have thought I could purchase it at the pickup center. Honestly, if it weren't for the increased risk of stolen delivery items during the Christmas season, I probably would have gone with Amazon to purchase the Kindle. (The price was the same through both retailers.)",5.0,"Ordenar esto en línea para recogerlo en la tienda fue fácil hasta que llegué a la tienda donde, como de costumbre, había trabajadores esperando pero tuve que esperar varios minutos para que alguien se dirigiera a mí en el mostrador de recogida y luego tuve que esperar para pagar para ello en los registros. Hubiera pensado que podría comprarlo en el centro de recogida. Honestamente, si no fuera por el mayor riesgo de artículos de entrega robados durante la temporada navideña, probablemente me habría ido con Amazon para comprar el Kindle. (El precio era el mismo a través de ambos minoristas)."
58,AV1YE_muvKc47QAVgpwE,The Amazon Fire Tv is simply awesome. It has over 50 apps for watching tv shows and movies. There is nothing that this thing does not have when it comes to streaming apps.,5.0,El Amazon Fire Tv es simplemente increíble. Tiene más de 50 aplicaciones para ver programas de televisión y películas. No hay nada que esta cosa no tenga cuando se trata de aplicaciones de transmisión.
59,AV1YnRtnglJLPUi8IJmV,"I had one of the original Kindles for about 5 years and enjoyed it very much. After it was stolen from my office I got the Kindle Paperwhite. Other than having to get used to doing everything by touchscreen I like it even better than my old Kindle. I especially like the backlight. And, of course, having everything stored in the cloud meant I didn't lose all of my previously purchased books. I do wish it had multiple static pictures to display when turned off the way the old Kindle did.I do hope whoever stole my old Kindle enjoys their new paperweight because that is all that it is good for except for the books already on it. I had it locked down as soon as I discovered it missing.",5.0,"Tuve uno de los Kindles originales durante unos 5 años y lo disfruté mucho. Después de que me lo robaran de mi oficina, obtuve el Kindle Paperwhite. Aparte de tener que acostumbrarme a hacer todo con la pantalla táctil, me gusta incluso más que mi antiguo Kindle. Me gusta especialmente la luz de fondo. Y, por supuesto, tener todo almacenado en la nube significó que no perdí todos mis libros comprados anteriormente. Desearía que tuviera varias imágenes estáticas para mostrar cuando se apagara como lo hacía el viejo Kindle. Espero que quien robó mi viejo Kindle disfrute de su nuevo pisapapeles porque eso es todo para lo que sirve excepto para los libros que ya tiene. Lo bloqueé tan pronto como descubrí que faltaba."
60,AVphgVaX1cnluZ0-DR74,"I LOVE this little tablet, so much I've bought several for gifts. You just need to buy the little 32 GB Micro SD card and you have a fine little tablet, great for streaming, netflix, emails, FB, games, movies, music--anything!",5.0,"ME ENCANTA esta pequeña tablet, tanto que he comprado varias para regalar. Solo necesita comprar la pequeña tarjeta Micro SD de 32 GB y tendrá una excelente tableta pequeña, ideal para transmisión, netflix, correos electrónicos, FB, juegos, películas, música, ¡cualquier cosa!"
61,AVphPmHuilAPnD_x3E5h,"Out of the box there really is nothing to do but plug it in to the USB drive and you're ready to go. You get a pop up reminder asking if you want to use the drive as a back up. If you select yes or no that will be the last time you see it. If you say ""decide later"" it will come up each time you plug it in to the USB drive.",5.0,"Fuera de la caja, realmente no hay nada que hacer más que conectarlo a la unidad USB y ya está listo para comenzar. Aparece un recordatorio emergente que le pregunta si desea utilizar la unidad como copia de seguridad. Si selecciona sí o no, será la última vez que lo vea. Si dice ""decidir más tarde"", aparecerá cada vez que lo conecte a la unidad USB."
62,AVpfl8cLLJeJML43AE3S,So many awesome things to do with Alexa! Be sure to read about it though,5.0,¡Tantas cosas increíbles que hacer con Alexa! Asegúrate de leer sobre esto
63,AV1YE_muvKc47QAVgpwE,I fabulous way to incorporate smart tv technology into a well performing pre smart tv. Great functions and great sound. Blows away Apple TV!!,5.0,Es una forma fabulosa de incorporar la tecnología de televisión inteligente en una televisión inteligente anterior que funciona bien. Excelentes funciones y excelente sonido. ¡Alucina con Apple TV!
64,AV1YE_muvKc47QAVgpwE,Easy to use and very fast. Like the fact that you can expand the memory through a mini sd card.,5.0,Fácil de usar y muy rápido. Como el hecho de que puedes ampliar la memoria a través de una tarjeta mini sd.
65,AVqkIhwDv8e3D1O-lebb,My son loves his kindle fire. He uses it every day.,5.0,A mi hijo le encanta su kindle fire. Lo usa todos los días.
66,AVphgVaX1cnluZ0-DR74,Easy to use and update. Great for kids and adults alike.,5.0,Fácil de usar y actualizar. Bueno para niños y adultos por igual.
67,AVqVGWLKnnc1JgDc3jF1,"The setup was super easy, the rugged case is awesome, and the selection of books, games, and movies v for the kids is fantastic! The two year no questions warranty makes it even better!",5.0,"La configuración fue muy fácil, la carcasa resistente es impresionante y la selección de libros, juegos y películas para los niños es fantástica. ¡La garantía de dos años sin preguntas lo hace aún mejor!"
68,AVpjEN4jLJeJML43rpUe,My second Kindle fire. Lives up to Amazon'so description,5.0,Mi segundo fuego Kindle. Está a la altura de la descripción de Amazon
69,AVphgVaX1cnluZ0-DR74,The tablet is awesome. Easy to use. At a good price.,5.0,La tableta es genial. Fácil de usar. A buen precio
70,AV1YnRtnglJLPUi8IJmV,"The Amazon Kindle Paperwhite is still the king of e-readers. I have an older version that I still enjoy and it was time to bring another Kindle into the house because of my fiancee. She loves the experience that the Kindle Paperwhite gives for the same reason I do, it eliminates a lot of glare and closely imitates an actual book. This a perfect creation that combines the classic experience of reading a book with the modern convenience of a tablet. A+ Amazon, A frickin' +.",5.0,"El Kindle Paperwhite de Amazon sigue siendo el rey de los lectores electrónicos. Tengo una versión anterior que todavía disfruto y era hora de traer otro Kindle a la casa por mi prometida. A ella le encanta la experiencia que brinda el Kindle Paperwhite por la misma razón que a mí, elimina muchos reflejos e imita de cerca a un libro real. Esta es una creación perfecta que combina la experiencia clásica de leer un libro con la comodidad moderna de una tableta. A+ Amazon, un maldito +."
71,AV1YE_muvKc47QAVgpwE,Great device! Fast response with remote control. Great voice recognition! Very reliable in terms of connectivity. Streaming 4k is a big plus. Overall great product.,5.0,¡Gran dispositivo! Respuesta rápida con control remoto. Gran reconocimiento de voz! Muy confiable en términos de conectividad. Streaming 4k es una gran ventaja. Gran producto en general.
72,AVqkIhwDv8e3D1O-lebb,Got this for my 10 year old son. Great for reading books and playing games. Can't beat the price.,5.0,Tengo esto para mi hijo de 10 años. Ideal para leer libros y jugar juegos. No se puede superar el precio.
73,AV1YE_muvKc47QAVgpwE,Great product built structurally solid no issue and purchased 2.,5.0,Gran producto construido estructuralmente sólido sin problemas y comprado 2.
74,AVphgVaX1cnluZ0-DR74,Works very well for children and people of all ages.,5.0,Funciona muy bien para niños y personas de todas las edades.
75,AVqkIhwDv8e3D1O-lebb,"Love using this Kindle to look up real estate sales, play mind games, and take pictures. Love the bigger screen and the great resolution. Sound is also far superior to my older model Lindle.",5.0,"Me encanta usar este Kindle para buscar ventas de bienes raíces, jugar juegos mentales y tomar fotografías. Me encanta la pantalla más grande y la gran resolución. El sonido también es muy superior al de mi viejo modelo Lindle."
76,AVpfl8cLLJeJML43AE3S,Best electronic item in house. Great purchase. Good,5.0,El mejor artículo electrónico en casa. Gran compra. Bien
77,AVqkIhwDv8e3D1O-lebb,"Never owned a tablet before, but am loving it so far.",5.0,"Nunca tuve una tableta antes, pero me encanta hasta ahora."
78,AVpfl8cLLJeJML43AE3S,Bought it for Chistmas gift for daughter in-law. She loves it and i even got a better price than Amazon and AVAILABLE in store before Christmas!,5.0,Lo compré para regalo de Navidad para nuera. A ella le encanta e incluso obtuve un mejor precio que en Amazon y ¡DISPONIBLE en la tienda antes de Navidad!
79,AV1YE_muvKc47QAVgpwE,"Just love this streaming device. I have prime membership, tons of free stuff to watch. Very clear and sharp picture quality. Excellent for the price, lots of apps available. Get it, you'll love it.",5.0,"Me encanta este dispositivo de transmisión. Tengo membresía principal, toneladas de cosas gratis para ver. Calidad de imagen muy clara y nítida. Excelente por el precio, muchas aplicaciones disponibles. Consíguelo, te encantará."
80,AV1YE_muvKc47QAVgpwE,I've tried several tv boxes but this one is so far the best,5.0,He probado varias cajas de tv pero esta es hasta ahora la mejor
81,AVphgVaX1cnluZ0-DR74,It was time to upgrade and I'm happy with my choice.,5.0,Era hora de actualizar y estoy feliz con mi elección.
82,AVqkIhwDv8e3D1O-lebb,We like it!! Would buy again.Still learning about it's features. Good value,5.0,¡¡Nos gusta!! Lo compraría de nuevo. Todavía estoy aprendiendo sobre sus características. Buen valor
83,AV1YnRtnglJLPUi8IJmV,"The Kindle Paper White is the perfect gift for anyone. My mom had the original Kindle and it recently broke. When I was looking for a new one for her I looked at other Kindles and e-book readers. I wasn't a fan of the Nook and the Kindle Fire is great, but she wanted something simple just to read so she didn't need the internet connection. After playing with the Paper White in the store I decided it was perfect for her. She is not the best with technology, but after I showed her how to use it once she was able to use it on her own. Great gift for anyone!",5.0,"El Kindle Paper White es el regalo perfecto para cualquier persona. Mi mamá tenía el Kindle original y se rompió hace poco. Cuando estaba buscando uno nuevo para ella, miré otros Kindles y lectores de libros electrónicos. No era fanático del Nook y el Kindle Fire es excelente, pero ella quería algo simple para leer, así que no necesitaba la conexión a Internet. Después de jugar con Paper White en la tienda, decidí que era perfecto para ella. Ella no es la mejor con la tecnología, pero después de que le mostré cómo usarla una vez que pudo usarla por su cuenta. ¡Gran regalo para cualquier persona!"
84,AV1YnRtnglJLPUi8IJmV,"As a ebooker reader this is absolutely best in the market right now, very easy to use. Now the only downside is the feeling of touch screen is too rough.",5.0,"Como lector de libros electrónicos, este es absolutamente el mejor en el mercado en este momento, muy fácil de usar. Ahora, el único inconveniente es que la sensación de la pantalla táctil es demasiado áspera."
85,AVphgVaX1cnluZ0-DR74,Very satisfied with the small tablet. Larger than my phone so I can see things better when I play games and look up thing on the internet.,5.0,Muy satisfecho con la tableta pequeña. Más grande que mi teléfono para poder ver las cosas mejor cuando juego y busco cosas en Internet.
86,AV1YnRtnglJLPUi8IJmV,I bought the kindle for my son he go to the college he like,5.0,"Compré el kindle para mi hijo, va a la universidad que le gusta."
87,AVqkIhwDv8e3D1O-lebb,This is great for an 8 yr old. She had out grown her Nabi and likes taking pictures this does just the trick. The memory can be extended to hold more pictures. Great tablet.,5.0,"Esto es genial para un niño de 8 años. Ella había crecido más que su Nabi y le gusta tomar fotos, esto hace el truco. La memoria se puede ampliar para almacenar más imágenes. Gran tableta."
88,AVphgVaX1cnluZ0-DR74,for the price this is a solid win. Nothing beats this tablet for the price you are paying. a steal of a device.,5.0,"por el precio, esta es una victoria sólida. Nada supera a esta tableta por el precio que está pagando. un robo de un dispositivo."
